Volume,Chapter,Vol_Chap,Section,Designation,Ancient_Author,Descriptive_Title,Text
6,6,6.6,Harem Governesses and Other Royal Women,SAA 06 096,,Lady Barsipitu Buys 4 Slaves (ADD 0244),kūm[instead-of]PRP kunukku[seal]N ṣupru[nail]N šakānu[put]V ṣupru[nail]N Babilayu[1]PN bēlu[lord]N nišu[people]N tadānu[give]V Tariba-Issar[1]PN ahu[brother]N sinništu[woman]N mārtu[daughter]N gimru[totality]N napištu[throat]N ardu[slave]N ša[of]DET Babilayu[1]PN epēšu[do]V Barsipitu[1]PN v[ištu]from pānu[front]N Babilayu[1]PN ina[in]PRP libbu[interior]N manû[unit]N ṣarpu[silver]N ina[in]PRP manû[unit]N ša[of]DET tamkāru[merchant]N leqû[take]V kaspu[silver]N gammuru[finished]AJ tadnu[given]AJ nišu[people]N šuāti[him]IP zarpu[purchased]AJ leqû[taken]AJ târu[turn]V dīnu[legal-decision]N dabābu[speak]V laššu[(there)-is-not]V mannu[who?]QP ša[that]REL ina[in]PRP urkiš[later]AV ina[in]PRP matīma[ever]AV parāku[lie-across]V lū[may]MOD Babilayu[1]PN lū[may]MOD māru[son]N lū[may]MOD māru[son]N māru[son]N lū[may]MOD ahu[brother]N lū[may]MOD māru[son]N ahu[brother]N lū[may]MOD šaknu[appointee]N lū[may]MOD qurbu[relative]N lū[may]MOD mammanu-[whosoever]XP ša[that]REL dīnu[legal-decision]N dabābu[speak]V v[išti]with Barsipitu[1]PN u[and]CNJ warkītu[posterity]N buʾʾû[look-for]V manû[unit]N akālu[eat]V ammar[as-much-as]REL agannu[bowl]N kurru[tanning-fluid]N šatû[drink]V manû[unit]N ṣarpu[silver]N mesû[washed]AJ manû[unit]N hurāṣu[gold]N sakru[refined]AJ ina[in]PRP burku[knee]N Adad[1]DN āšibu[sitting]AJ Urakka[1]GN šakānu[put]V kaspu[silver]N ana[to]PRP ešriātu[tenfold]AV ana[to]PRP bēlu[lord]N târu[turn]V ina[in]PRP dīnu[legal-decision]N dabābu[speak]V lā[not]MOD leqû[take]V šību[witness]N šību[witness]N šību[witness]N šību[witness]N ša-rēši[eunuch]N gimru[totality]N šību[witness]N ša-rēši[eunuch]N šību[witness]N Ninuayu[1]PN hazannu[mayor]N šību[witness]N Urdu-Sin[1]PN ardu[slave]N ša[of]DET šukkallu[(a-court-official)]N šību[witness]N Hambi[1]PN rabû[big-one]N ṣarrāpu[goldsmith]N šību[witness]N Remanni-Adad[1]PN nagāru[joiner]N šību[witness]N Ilu-uṣur[1]PN ardu[slave]N ša[of]DET tartānu[second-in-command]N šību[witness]N Aššur-ahu-iddina[1]PN ṣāhitu[oil-presser]N šību[witness]N Ahu-illika[1]PN ardu[slave]N ša[of]DET Sin-eriba[1]PN šību[witness]N Kenu-ahu[1]PN ardu[slave]N ša[of]DET mašennu[(an-administrator)]N šību[witness]N Haldi-eṭir[1]PN išparu[weaver]N šību[witness]N Nabu-šallim[1]PN ṭupšarru[scribe]N šību[witness]N Sagibi[1]PN atû[gatekeeper]N ša[of]DET ēkallu[palace]N šību[witness]N Ilu-ibni[1]PN ṭupšarru[scribe]N ṣābitu[recipient]N ṭuppu[tablet]N Arahsamnu[Marchesvan]MN ūmu[day]N līmu[eponym-(of-year)]N Aššur-belu-uṣur[1]PN šaknu[appointee]N mātu[land]N Šahuppa[1]GN
6,6,6.6,Harem Governesses and Other Royal Women,SAA 06 097,,Lady Indibi Loans 17 Minas of Silver (693-V-9) (ADD 0066),manû[unit]N ṣarpu[silver]N ina[in]PRP manû[unit]N ša[of]DET tamkāru[merchant]N ša[of]DET Indibi[1]PN ina[in]PRP pānu[front]N Arbayu[1]PN Tašritu[Tishri]MN ṣarpu[silver]N ina[in]PRP qaqqadu[head]N tadānu[give]V šumma[if]MOD lā[not]MOD tadānu[give]V šiqlu[unit]N ana[to]PRP manû[unit]N ša[of]DET arhu[month]N kirû[garden]N ša[of]DET tillatu[vine]N zaqpu[erected]AJ ina[in]PRP Kapar-Bel-ahhe[1]GN ṭāhu[adjacent-to]PRP kirû[garden]N ša[of]DET Ha-bassi[1]PN ṭāhu[adjacent-to]PRP Seʾ-barakka[1]PN ṭāhu[adjacent-to]PRP kirû[garden]N rabû[big-one]N ṭupšarru[scribe]N Dari-Bel[1]PN sinništu[woman]N māru[son]N mārtu[daughter]N adi[until]PRP qinītu[acquisition]N hāmū[chaff]N huṣābu[twig]N Hulli[1]PN mārtu[daughter]N ana[to]PRP šapartu[pledge]N šaknu[placed]AJ mâtu[die]V halqu[lost]AJ ina[in]PRP muhhu[skull]N bēlu[lord]N ina[in]PRP ūmu[day]N ša[that]REL ṣarpu[silver]N adi[until]PRP rubbû[increase]N erēbu[enter]V kirû[garden]N nišu[people]N aṣû[go-out]V Abu[Ab]MN ūmu[day]N līmu[eponym-(of-year)]N Iddin-ahhe[1]PN šību[witness]N šību[witness]N Marduk-zeru-ibni[1]PN šību[witness]N Ahuanu[1]PN šību[witness]N Makkame[1]PN sasinnu[bow-maker]N qaštu[bow]N šību[witness]N Remanni-ilu[1]PN šību[witness]N Šamaš-ahu-uṣur[1]PN ša[of]DET ša-qurbūti[close-follower]N
6,6,6.6,Harem Governesses and Other Royal Women,SAA 06 098,,A Woman Purchases a Maid (682-XI-7) (ADD 0215),kunukku[seal]N Seʾ-zabadi[1]PN bēlu[lord]N sinništu[woman]N tadānu[give]V Abi-haʾli[1]PN amtu[maid]N ša[of]DET Seʾ-zabadi[1]PN epēšu[do]V v[ištu]from pānu[front]N Seʾ-zabadi[1]PN ina[in]PRP libbu[interior]N šiqlu[unit]N ṣarpu[silver]N leqû[take]V kaspu[silver]N gammuru[finished]AJ tadnu[given]AJ sinništu[woman]N šuāti[him]IP zarpu[purchased]AJ leqû[taken]AJ târu[turn]V dīnu[legal-decision]N dabābu[speak]V laššu[(there)-is-not]V mannu[who?]QP ša[that]REL ina[in]PRP urkiš[later]AV u[and]CNJ matīma[ever]AV zaqāpu[fix-upright]V parāku[lie-across]V manû[unit]N ṣarpu[silver]N manû[unit]N hurāṣu[gold]N ina[in]PRP burku[knee]N Nikkal[1]DN šakānu[put]V sisû[horse]N peṣû[white]AJ ina[in]PRP šaplu[underside]N Sin[1]DN āšibu[sitting]AJ Harranu[Harran]GN rakāsu[bind]V kaspu[silver]N ana[to]PRP ešriātu[tenfold]AV ana[to]PRP bēlu[lord]N târu[turn]V ina[in]PRP dīnu[legal-decision]N dabābu[speak]V lā[not]MOD leqû[take]V šību[witness]N Handi[1]PN našû[bearing]N šību[witness]N Nuranu[1]PN nāgiru[herald]N šību[witness]N Hasusi[1]PN māru[son]N Zabdi[1]PN šību[witness]N nāgiru[herald]N šību[witness]N Gir-Ṣapunu[1]PN Šabaṭu[Shebat]MN ūmu[day]N līmu[eponym-(of-year)]N Nabu-šarru-uṣur[1]PN šaknu[appointee]N mātu[land]N Marqasa[1]GN
6,6,6.6,Harem Governesses and Other Royal Women,SAA 06 099,,A Royal Concubine Purchases Real Estate (ADD 0519),daltu[door]N Libluṭ[1]PN ṭāhu[adjacent-to]PRP sūqāqû[street]N epēšu[do]V sekretu[enclosed-(woman)]N ēkallu[palace]N ša[of]DET šarru[king]N v[ištu]from pānu[front]N Nabu-šallim[1]PN ina[in]PRP libbu[interior]N manû[unit]N ṣarpu[silver]N ša[of]DET Gargamis[Carchemish]GN leqû[take]V kaspu[silver]N gammuru[finished]AJ tadnu[given]AJ šuāti[him]IP zarpu[purchased]AJ leqû[taken]AJ târu[turn]V dīnu[legal-decision]N dabābu[speak]V laššu[(there)-is-not]V mannu[who?]QP ša[that]REL urkiš[later]AV ina[in]PRP matīma[ever]AV zaqāpu[fix-upright]V lū[may]MOD Nabu-šallim[1]PN lū[may]MOD māru[son]N māru[son]N māru[son]N ša[that]REL dīnu[legal-decision]N dabābu[speak]V v[išti]with buʾʾû[look-for]V manû[unit]N ṣarpu[silver]N manû[unit]N hurāṣu[gold]N ina[in]PRP burku[knee]N Ištar[1]DN āšibu[sitting]AJ Ninua[Nineveh]GN šakānu[put]V kaspu[silver]N ana[to]PRP ešriātu[tenfold]AV ana[to]PRP bēlu[lord]N târu[turn]V ina[in]PRP dīnu[legal-decision]N dabābu[speak]V lā[not]MOD leqû[take]V šību[witness]N Hanṭu[1]PN šību[witness]N šību[witness]N šību[witness]N Mami[1]PN šību[witness]N Nuhšaya[1]PN šību[witness]N Arzezu[1]PN šību[witness]N
6,7,6.7,"Aplaya, &apos;Third Man&apos; of Arda-Mullissi, Crown Prince",SAA 06 100,,Aplaya Buys a Tower and 10 Hectares of Land (698-III-10) (ADD 0473),kūm[instead-of]PRP kunukku[seal]N Haruranu[1]PN Salilanu[1]PN ṣupru[nail]N šakānu[put]V isītu[tower]N bītu[house]N imēru[unit]N eqlu[field]N ina[in]PRP libbu[interior]N ušallu[(fields)-along-valley-bottom]N ina[in]PRP Abdi-Kububi[1]PN sinništu[woman]N māru[son]N gimru[totality]N napištu[throat]N ša[of]DET Haruranu[1]PN u[and]CNJ Salilanu[1]PN epēšu[do]V Aplaya[1]PN v[ištu]from qātu[hand]N ina[in]PRP libbu[interior]N manû[unit]N ṣarpu[silver]N leqû[take]V isītu[tower]N adi[until]PRP eqlu[field]N Abdi-Kububi[1]PN adi[until]PRP nišu[people]N aplu[paid-off]AJ zarpu[purchased]AJ leqû[taken]AJ târu[turn]V dīnu[legal-decision]N dabābu[speak]V laššu[(there)-is-not]V mannu[who?]QP ša[that]REL ina[in]PRP warkītu[posterity]N ūmu[day]N ša[of]DET elû[go-up]V lū[may]MOD Haruranu[1]PN lū[may]MOD Salilanu[1]PN lū[may]MOD māru[son]N lū[may]MOD māru[son]N māru[son]N lū[may]MOD ahu[brother]N lū[may]MOD māru[son]N ahu[brother]N lū[may]MOD hazannu[mayor]N lū[may]MOD šaknu[appointee]N lū[may]MOD kimtu[family]N šanîš[otherwise]AV šanîš[otherwise]AV lū[may]MOD mammanu-[whosoever]XP elû[go-up]V v[išti]with Aplaya[1]PN u[and]CNJ māru[son]N dīnu[legal-decision]N dabābu[speak]V gerû[be(come)-hostile-to]V qabû[say]V mā[saying]PRP kaspu[silver]N lā[not]MOD gammuru[finished]AJ lā[not]MOD tadnu[given]AJ isītu[tower]N adi[until]PRP eqlu[field]N Abdi-Kububi[1]PN adi[until]PRP nišu[people]N lā[not]MOD leqû[taken]AJ lā[not]MOD aplu[paid-off]AJ ūma[today]AV kaspu[silver]N mahāru[face]V ana[to]PRP ana[to]PRP bēlu[lord]N târu[turn]V ina[in]PRP dīnu[legal-decision]N dabābu[speak]V lā[not]MOD leqû[take]V šību[witness]N Nergal-šallimanni[1]PN šību[witness]N šību[witness]N Issaran-mesi[1]PN raksu[recruit]N šību[witness]N Adad-kašir[1]PN šību[witness]N Marduk-šumu-iddina[1]PN šību[witness]N šību[witness]N māru[son]N Ninua[Nineveh]GN šību[witness]N šību[witness]N Adad-taklak[1]PN šību[witness]N Ilu-uṣur[1]PN šību[witness]N šību[witness]N Babu-ahhe-iddina[1]PN šību[witness]N Nabu-ahhe-eriba[1]PN ṭupšarru[scribe]N ṣābitu[recipient]N ṭuppu[tablet]N Simanu[Sivan]MN ūmu[day]N līmu[eponym-(of-year)]N Šulmu-šarri[1]PN našû[lift]V
6,7,6.7,"Aplaya, &apos;Third Man&apos; of Arda-Mullissi, Crown Prince",SAA 06 101,,Partial Duplicate of the Previous Text (ADD 0474+),ina[in]PRP Abdi-Kububi[1]PN sinništu[woman]N māru[son]N gimru[totality]N napištu[throat]N ša[of]DET Haruranu[1]PN u[and]CNJ Salilanu[1]PN epēšu[do]V Aplaya[1]PN v[ištu]from qātu[hand]N ina[in]PRP libbu[interior]N manû[unit]N ṣarpu[silver]N leqû[take]V kaspu[silver]N gammuru[finished]AJ tadnu[given]AJ isītu[tower]N adi[until]PRP eqlu[field]N Abdi-Kububi[1]PN adi[until]PRP nišu[people]N aplu[paid-off]AJ zarpu[purchased]AJ leqû[taken]AJ târu[turn]V dabābu[speak]V laššu[(there)-is-not]V mannu[who?]QP ša[that]REL ina[in]PRP matīma[ever]AV ina[in]PRP warkītu[posterity]N ūmu[day]N ša[that]REL elû[go-up]V lū[may]MOD Haruranu[1]PN lū[may]MOD Salilanu[1]PN lū[may]MOD šunu[they]IP lū[may]MOD māru[son]N lū[may]MOD māru[son]N māru[son]N lū[may]MOD ahu[brother]N lū[may]MOD māru[son]N ahu[brother]N lū[may]MOD šaknu[appointee]N lū[may]MOD šāpiru[giver-of-instructions]N lū[may]MOD mamman[somebody]XP bēlu[lord]N ilku[state-service]N ša[that]REL elû[go-up]V dīnu[legal-decision]N dabābu[speak]V v[išti]with Aplaya[1]PN u[and]CNJ māru[son]N gerû[be(come)-hostile-to]V qabû[say]V mā[saying]PRP kaspu[silver]N lā[not]MOD gammuru[finished]AJ lā[not]MOD tadnu[given]AJ isītu[tower]N adi[until]PRP eqlu[field]N Abdi-Kububi[1]PN adi[until]PRP nišu[people]N lā[not]MOD aplu[paid-off]AJ lā[not]MOD zarpu[purchased]AJ lā[not]MOD leqû[taken]AJ lā[not]MOD manû[unit]N gildu[(animal)-hide]N akālu[eat]V ammar[as-much-as]REL agannu[bowl]N kurru[tanning-fluid]N šatû[drink]V aplu[heir]N ana[to]PRP Sin[1]DN qalû[roast]V mārtu[daughter]N rabû[big]AJ v[išti]with dāmu[blood]N erēnu[cedar]N ana[to]PRP Belet-ṣeri[1]DN šarāpu[burn]V kaspu[silver]N mahāru[face]V ana[to]PRP ana[to]PRP bēlu[lord]N târu[turn]V ina[in]PRP dīnu[legal-decision]N dabābu[speak]V lā[not]MOD leqû[take]V šību[witness]N Nergal-šallimanni[1]PN šību[witness]N Issaran-mesi[1]PN raksu[recruit]N šību[witness]N Adad-kašir[1]PN šību[witness]N Marduk-šumu-iddina[1]PN
6,7,6.7,"Aplaya, &apos;Third Man&apos; of Arda-Mullissi, Crown Prince",SAA 06 102,,Aplaya Buys an Estate (698?) (ADD 0436),Mannu-ki-Aššur[1]PN Liʾtiru[1]PN epēšu[do]V Aplaya[1]PN v[ištu]from pānu[front]N ina[in]PRP libbu[interior]N manû[unit]N ṣarpu[silver]N leqû[take]V kaspu[silver]N gammuru[finished]AJ tadnu[given]AJ eqlu[field]N bītu[house]N kirû[garden]N šuāti[him]IP zarpu[purchased]AJ leqû[taken]AJ târu[turn]V dīnu[legal-decision]N dabābu[speak]V laššu[(there)-is-not]V mannu[who?]QP ša[that]REL ina[in]PRP matīma[ever]AV ina[in]PRP warkītu[posterity]N ūmu[day]N ša[that]REL elû[go-up]V lū[may]MOD Nabu-duru-uṣur[1]PN lū[may]MOD Mannu-ki-Aššur[1]PN lū[may]MOD Liʾtiru[1]PN lū[may]MOD lū[may]MOD māru[son]N lū[may]MOD māru[son]N māru[son]N lū[may]MOD ahu[brother]N lū[may]MOD māru[son]N ahu[brother]N lū[may]MOD mamman[somebody]XP bēlu[lord]N ilku[state-service]N ša[that]REL elû[go-up]V dīnu[legal-decision]N dabābu[speak]V v[išti]with Aplaya[1]PN u[and]CNJ māru[son]N gerû[be(come)-hostile-to]V qabû[say]V mā[saying]PRP kaspu[silver]N lā[not]MOD gammuru[finished]AJ lā[not]MOD tadnu[given]AJ eqlu[field]N bītu[house]N kirû[garden]N lā[not]MOD aplu[paid-off]AJ lā[not]MOD zarpu[purchased]AJ lā[not]MOD leqû[taken]AJ manû[unit]N gildu[(animal)-hide]N akālu[eat]V ammar[as-much-as]REL agannu[bowl]N šatû[drink]V aplu[heir]N ana[to]PRP Sin[1]DN qalû[roast]V mārtu[daughter]N rabû[big]AJ v[išti]with dāmu[blood]N erēnu[cedar]N ana[to]PRP Belet-ṣeri[1]DN šarāpu[burn]V kaspu[silver]N mahāru[face]V ana[to]PRP ana[to]PRP bēlu[lord]N târu[turn]V ina[in]PRP dīnu[legal-decision]N dabābu[speak]V lā[not]MOD leqû[take]V šību[witness]N Ululayu[1]PN šību[witness]N Naharau[1]PN šību[witness]N šību[witness]N šību[witness]N
6,7,6.7,"Aplaya, &apos;Third Man&apos; of Arda-Mullissi, Crown Prince",SAA 06 103,,Aplaya 'Third Man' of the Crown Prince Buys a Slave (694-VII-12) (ADD 0201),kunukku[seal]N Zunbu[1]PN bēlu[lord]N māru[son]N tadānu[give]V Nergal-eṭir[1]PN māru[son]N epēšu[do]V Aplaya[1]PN tašlīšu[third-man-on-chariot]N ša[of]DET Urdu-Mullissi[1]PN māru[son]N šarru[king]N v[ištu]from pānu[front]N Zunbu[1]PN ina[in]PRP libbu[interior]N manû[unit]N ṣarpu[silver]N ina[in]PRP manû[unit]N ša[of]DET Gargamis[Carchemish]GN zarāpu[purchase]V leqû[take]V kaspu[silver]N gammuru[finished]AJ tadnu[given]AJ māru[son]N zarpu[purchased]AJ leqû[taken]AJ târu[turn]V dīnu[legal-decision]N dabābu[speak]V laššu[(there)-is-not]V meʾatu[(one)-hundred]NU ūmu[day]N šību[witness]N šību[witness]N šību[witness]N šību[witness]N šību[witness]N šību[witness]N šību[witness]N šību[witness]N Issar-iqiša[1]PN Tašritu[Tishri]MN ūmu[day]N līmu[eponym-(of-year)]N Ilu-ittiya[1]PN
6,7,6.7,"Aplaya, &apos;Third Man&apos; of Arda-Mullissi, Crown Prince",SAA 06 104,,Aplaya Loans Silver (690-VII) (ADD 0055),ina[in]PRP manû[unit]N ša[of]DET Gargamis[Carchemish]GN ša[of]DET Aplaya[1]PN ina[in]PRP pānu[front]N Bel-aplu-iddina[1]PN ina[in]PRP pānu[front]N šiqlu[unit]N ina[in]PRP manû[unit]N ša[of]DET arhu[month]N rabû[to-be-big]V Tašritu[Tishri]MN ūmu[day]N līmu[eponym-(of-year)]N Nabu-kenu-uṣur[1]PN šību[witness]N Il-hanana[1]PN šību[witness]N Ahu-ereš[1]PN šību[witness]N Ereš-Issar[1]PN šību[witness]N
6,7,6.7,"Aplaya, &apos;Third Man&apos; of Arda-Mullissi, Crown Prince",SAA 06 105,,Aplaya Buys an Estate of 30 Hectares (690-XII-9) (ADD 1152),kūm[instead-of]PRP kunukku[seal]N ṣupru[nail]N šakānu[put]V ṣupru[nail]N Šamaš-yadaʾ[1]PN ṣupru[nail]N Danuni[1]PN bēlu[lord]N eqlu[field]N tadānu[give]V bītu[house]N imēru[unit]N eqlu[field]N bītu[house]N ana[to]PRP gimirtu[totality]N nahallu[stream]N būrtu[cistern]N bītu[house]N tarbāṣu[courtyard]N kirû[garden]N Nabu-nammir[1]PN šību[witness]N šību[witness]N Yahuṭu[1]PN šību[witness]N šību[witness]N Mannu-ki-metina[1]PN šību[witness]N Ahu-iddina[1]PN šību[witness]N Šimanu[1]PN šību[witness]N Habil-kenu[1]PN šību[witness]N Lu-ahi[1]PN gimru[totality]N šību[witness]N šību[witness]N Issaran-mesi[1]PN šību[witness]N Adad-kašir[1]PN šību[witness]N Šep-Aya[1]PN šību[witness]N Addi[1]PN šību[witness]N Iqisu[1]PN šību[witness]N Šamaš-šumu-iddina[1]PN ahu[brother]N šību[witness]N Hari-ahhe[1]PN šību[witness]N Kidin-Marduk[1]PN šību[witness]N Hu-mamati[1]PN ṭupšarru[scribe]N ṣābitu[recipient]N ṭuppu[tablet]N ina[in]PRP Addaru[Adar]MN ūmu[day]N līmu[eponym-(of-year)]N Nabu-kenu-uṣur[1]PN šību[witness]N šību[witness]N Aduru[1]PN šību[witness]N šību[witness]N Nabuza[1]PN tamkāru[merchant]N ša[of]DET ṣupru[nail]N mahāru[face]V
6,7,6.7,"Aplaya, &apos;Third Man&apos; of Arda-Mullissi, Crown Prince",SAA 06 106,,Aplaya Buys Slaves (688) (ADD 0264),dīnu[legal-decision]N dabābu[speak]V laššu[(there)-is-not]V mannu[who?]QP ša[that]REL ina[in]PRP urkiš[later]AV ina[in]PRP matīma[ever]AV qabû[say]V mā[saying]PRP nišu[people]N lā[not]MOD tadānu[give]V lū[may]MOD Iqisu[1]PN lū[may]MOD māru[son]N lū[may]MOD māru[son]N māru[son]N lū[may]MOD ahu[brother]N ša[that]REL qabû[say]V mā[saying]PRP nišu[people]N lā[not]MOD tadānu[give]V ṣarpu[silver]N ana[to]PRP ešriātu[tenfold]AV ana[to]PRP bēlu[lord]N târu[turn]V šību[witness]N Šamaš-edu-lešir[1]PN šību[witness]N Bel-duri[1]PN šību[witness]N Barruqu[1]PN šību[witness]N Nabu-šezib[1]PN šību[witness]N Šamaš-šumu-iddina[1]PN šību[witness]N Nabu-qišanni[1]PN šību[witness]N Hu-mamati[1]PN šību[witness]N šību[witness]N Adad-kašir[1]PN šību[witness]N Issaran-mesi[1]PN ūmu[day]N līmu[eponym-(of-year)]N Iddin-ahhe[1]PN šaknu[appointee]N mātu[land]N Dur-Šarruken[1]GN
6,7,6.7,"Aplaya, &apos;Third Man&apos; of Arda-Mullissi, Crown Prince",SAA 06 107,,Aplaya Loans Three Minas of Silver (686-V-2) (ADD 0028),manû[unit]N ṣarpu[silver]N ina[in]PRP ša[of]DET Gargamis[Carchemish]GN ša[of]DET Aplaya[1]PN ina[in]PRP pānu[front]N Sukkaya[1]PN šiqlu[unit]N ša[of]DET arhu[month]N rabû[to-be-big]V Abu[Ab]MN ūmu[day]N līmu[eponym-(of-year)]N Bel-emuranni[1]PN tartānu[second-in-command]N šību[witness]N Nabu-šezib[1]PN šību[witness]N Abdi-El[1]PN šību[witness]N Issar-duri[1]PN šību[witness]N Apladad-hutni[1]PN šību[witness]N Urdu-Issar[1]PN
6,7,6.7,"Aplaya, &apos;Third Man&apos; of Arda-Mullissi, Crown Prince",SAA 06 108,,Aplaya Loans 1/2 Mina of Silver (683-I-25) (ADD 0051),kunukku[seal]N Belet-ereš[1]PN kiṣirtu[envelope]N manû[unit]N ṣarpu[silver]N qaqqadu[head]N ina[in]PRP manû[unit]N Gargamis[Carchemish]GN ša[of]DET Aplaya[1]PN ina[in]PRP pānu[front]N Belet-ereš[1]PN šiqlu[unit]N ṣarpu[silver]N ša[of]DET arhu[month]N rabû[to-be-big]V šību[witness]N Inurta-remanni[1]PN šību[witness]N Nabu-ušabši[1]PN šību[witness]N Kandalanu[1]PN šību[witness]N Sameʾ[1]PN šību[witness]N Nabu-ahu-uṣur[1]PN Nisannu[Nisan]MN ūmu[day]N līmu[eponym-(of-year)]N Mannu-ki-Adad[1]PN ša[of]DET Ṣupat[1]GN šību[witness]N Il-nuri[1]PN
6,8,6.8,"Se’ -madi, Village Manager of the Crown Prince",SAA 06 109,,Se’ -madi Village Manager of the Crown Prince Buys Three Slaves (683) (ADD 0278),kunukku[seal]N Urdu-Issar[1]PN bēlu[lord]N nišu[people]N tadānu[give]V Mar-yateʾ[1]PN Seʾimme[1]PN Mura[1]PN gimru[totality]N napištu[throat]N ardu[slave]N ša[of]DET Urdu-Issar[1]PN epēšu[do]V Seʾmadi[1]PN rabû[big-one]N ālu[city]N ša[of]DET māru[son]N šarru[king]N ina[in]PRP libbu[interior]N šiqlu[unit]N ṣarpu[silver]N v[ištu]from Urdu-Issar[1]PN leqû[take]V kaspu[silver]N gammuru[finished]AJ tadnu[given]AJ šību[witness]N šību[witness]N ṭupšarru[scribe]N šību[witness]N ikkaru[farmer]N Kaprabi[1]GN šību[witness]N Ahi-yababa[1]PN ikkaru[farmer]N ūmu[day]N līmu[eponym-(of-year)]N Mannu-ki-Adad[1]PN šaknu[appointee]N mātu[land]N Ṣupat[1]PN šību[witness]N ṭupšarru[scribe]N
6,8,6.8,"Se’ -madi, Village Manager of the Crown Prince",SAA 06 110,,Se’-madi Village Manager Buys 7 Slaves (681-XII-16) (ADD 0231),kunukku[seal]N Urdu-Issar[1]PN bēlu[lord]N nišu[people]N tadānu[give]V Hamnunu[1]PN sinništu[woman]N ummu[mother]N Adda[1]PN Il-suri[1]PN ahu[brother]N ahātu[sister]N gimru[totality]N napištu[throat]N ardu[slave]N ša[of]DET Urdu-Issar[1]PN epēšu[do]V Seʾ-maʾadi[1]PN rabû[big-one]N ālu[city]N ša[of]DET māru[son]N šarru[king]N ina[in]PRP libbu[interior]N manû[unit]N ṣarpu[silver]N ina[in]PRP ša[of]DET Gargamis[Carchemish]GN leqû[take]V kaspu[silver]N gammuru[finished]AJ tadnu[given]AJ nišu[people]N šuāti[him]IP zarpu[purchased]AJ leqû[taken]AJ târu[turn]V dīnu[legal-decision]N dabābu[speak]V laššu[(there)-is-not]V mannu[who?]QP ša[that]REL ina[in]PRP urkiš[later]AV ina[in]PRP matīma[ever]AV zaqāpu[fix-upright]V dīnu[legal-decision]N dabābu[speak]V buʾʾû[look-for]V manû[unit]N ṣarpu[silver]N manû[unit]N hurāṣu[gold]N ina[in]PRP burku[knee]N Ištar[1]DN āšibu[sitting]AJ Ninua[Nineveh]GN šakānu[put]V kaspu[silver]N ana[to]PRP ešriātu[tenfold]AV ana[to]PRP bēlu[lord]N târu[turn]V ina[in]PRP lā[not]MOD dīnu[legal-decision]N dabābu[speak]V lā[not]MOD leqû[take]V šību[witness]N Adda-saka[1]PN šību[witness]N Šulmu-beli[1]PN rabû[big-one]N ālu[city]N šību[witness]N Adda-sannani[1]PN tašlīšu[third-man-on-chariot]N šību[witness]N Seʾ-hutni[1]PN šušānu[horse-trainer]N šību[witness]N Nabu-naʾid[1]PN šību[witness]N Addaru[Adar]MN ūmu[day]N līmu[eponym-(of-year)]N Nabu-ahu-ereš[1]PN
6,8,6.8,"Se’ -madi, Village Manager of the Crown Prince",SAA 06 111,,Se’-madi Village Manager Buys 7 More Slaves (680-VII) (ADD 0229),kunukku[seal]N Urdu-Issar[1]PN bēlu[lord]N nišu[people]N tadānu[give]V Useaʾ[1]PN sinništu[woman]N Meʾsa[1]PN Badia[1]PN Seʾ-gaba[1]PN Bel-Harran-taklak[1]PN mārtu[daughter]N pirsu[weaned]AJ gimru[totality]N napištu[throat]N ardu[slave]N ša[of]DET Urdu-Issar[1]PN epēšu[do]V Seʾ-maʾadi[1]PN ina[in]PRP libbu[interior]N manû[unit]N ṣarpu[silver]N leqû[take]V kaspu[silver]N gammuru[finished]AJ tadnu[given]AJ târu[turn]V dīnu[legal-decision]N dabābu[speak]V laššu[(there)-is-not]V šību[witness]N Bel-nuri[1]PN tamkāru[merchant]N šību[witness]N Ammi-Yateʾu[1]PN šību[witness]N Sangi[1]PN šību[witness]N Kuisa[1]PN šību[witness]N Seʾ-duri[1]PN šību[witness]N Tašritu[Tishri]MN līmu[eponym-(of-year)]N Dananu[1]PN
6,8,6.8,"Se’ -madi, Village Manager of the Crown Prince",SAA 06 112,,Se’-madi Village Manager Buys 6 Persons and an Estate (ADD 0455),māru[son]N māru[son]N šizbu[milk]N gimru[totality]N napištu[throat]N ardu[slave]N ša[of]DET Bi-Dadi[1]PN bītu[house]N imēru[unit]N eqlu[field]N tillatu[vine]N būrtu[cistern]N ina[in]PRP libbu[interior]N epēšu[do]V Seʾ-maʾadi[1]PN rabû[big-one]N ālu[city]N ša[of]DET māru[son]N šarru[king]N ana[to]PRP ešriātu[tenfold]AV ana[to]PRP bēlu[lord]N târu[turn]V ina[in]PRP dīnu[legal-decision]N dabābu[speak]V lā[not]MOD leqû[take]V šību[witness]N Menase[1]PN šību[witness]N Sani[1]PN šību[witness]N Seʾ-nuri[1]PN šību[witness]N šušānu[horse-trainer]N ša-qurbūti[close-follower]N šību[witness]N šību[witness]N šību[witness]N šību[witness]N
